text,is_ai_generated,source,domain,prompt_group
"I urgently need your help with a recent purchase on [Marketplace Name]. I made a payment of $XX.XX on [Date] for an item that was supposed to ship within 5 days. It's been over 2 weeks, and the seller has vanished without shipping the product. I've tried contacting them, but they're unresponsive. My order is [Order Number]. Please investigate and reverse this fraudulent transaction. I can no longer access the marketplace customer support and need your intervention to secure my funds.",1,ai_mistralai,dispute,dispute_topic27
"An office worker sent a bank transfer, which was flagged for review. Despite the delay, unexpected fees were charged. The worker, stressed by the urgency, is now disputing the fees.",1,ai_minimax,dispute,dispute_topic26
"I am furious and frustrated because I bought from a marketplace, and it didn't ship. And now, I can't find the seller to resolve the issue. I need to contest this $321.75 charge for Product ID 12345. The seller's communication with me has been nonexistent, and I want the bank to help me resolve the issue.",1,ai_mistralai,dispute,dispute_topic27
"I'm absolutely furious. I purchased an expensive game on this platform. It's been 3 weeks, no shipping updates, and the seller's ghosted me! Despite numerous messages, I’ve heard nothing. My money has vanished, and I need this resolved immediately.",1,ai_minimax,dispute,dispute_topic27
"Dear [Seller's Name],

I hope this message finds you well. I'm writing regarding my recent purchase from you on the marketplace. I noticed that the order, placed on [date], has not been shipped and the tracking number is still pending. I understand that running a business entails challenges, but given the importance of this item for my family, could you please update this status? Delays happen, but your silence is causing us concern. I have two young kids eagerly waiting for this and your prompt response will be most appreciated. Thank you for your understanding.

Best regards,
[Your Name]",1,ai_mistralai,dispute,dispute_topic27
"I purchased an item on a third party marketplace and the seller has vanished and I never received, I'm extremely frustrated and anxious about this entire situation, please help me.",1,ai_minimax,dispute,dispute_topic27
"I am disputing a charge from [company name] for an automatic subscription renewal that began immediately, instead of honorinig the free trial period. This transaction occurred on [date of transaction]. I was explicit about wanting the free trial to end before any charges were incurred. I have not received the promised free trial as stated on the company's website.",1,ai_mistralai,dispute,dispute_topic28
"Subject: Urgent: Unauthorized Charge for Free Trial

Dear Support Team,

I am extremely dissatisfied with the immediate charge for a subscription trial that was supposed to be free. This is unacceptable and needs to be rectified immediately. I have not yet used any part of the service.

Please refund the charged amount within 24 hours. I am available to discuss this further and would like to reiterate that this matter is urgent.",1,ai_minimax,dispute,dispute_topic28
"Subject: Urgent: Unauthorized Charge for Free Trial

I was offered a ""free trial"" for a subscription, but my card was charged immediately. I have not consented to any payments. My membership should be cancelled and I want the charge reversed before my next statement. Please contact me urgently to resolve this before further action is taken.",1,ai_mistralai,dispute,dispute_topic28
"I thought I was getting a free trial, but today I opened my bank app and saw a charge from this company. I immediately felt my frustration rise and hastily checked the terms of the subscription. To my dismay, the fine print on the free trial page specified automatic renewal. I missed that detail in my excitement, and now I’m out  $19 and wanted to know my options. The customer support line made me wait for 18 minutes, and they were unable to overturn the charge. I feel tricked and frustrated.",1,ai_minimax,dispute,dispute_topic28
"""I was charged $49.99 by [Company Name] for a subscription that was supposed to be a 7-day free trial. I did not authorize this charge. Please reverse it immediately.  contact info: [Your Email] and [Phone Number]""",1,ai_minimax,dispute,dispute_topic28
"I left a package at my doorstep to quickly help with some moving notifications, I returned quickly and noticed a nurse helping another individual in the hallway but my eyes were immediately drawn to my doorstep where my package should have been, it was missing, stolen. It was a big purchase and when I looked at the transaction online the seller refused to refund me despite the fact that I'd be buying a new one because the one they refused to send was stolen. It is frustrating and I feel that the seller is being inexcusable and unfair.",1,ai_mistralai,dispute,dispute_topic29
"I received a package at school during a busy day, left it at the doorstep to carry groceries to the car, and to my horror, it was stolen. I reached out to the seller, but they're refusing a refund, leaving me unable to resupply basic classroom materials and out the cost of the theft.",1,ai_mistralai,dispute,dispute_topic29
"Subject: Dispute an Order Was Stolen and Requesting for a Refund

Dear Support Team,

I hope this message finds you well. I am writing to dispute an order that was stolen from my doorstep. The tracking information confirms delivery, but the package is missing. I understand that tracking shows delivered but I need the label to process to get a police report which needs to be filed.  I have tried to get the seller to refund my money, but they are refusing.  Due to the policies of the website I was not able to contact you sooner to coordinate a new delivery. I kindly request your assistance in resolving this matter and would greatly appreciate a refund.

Thank you for your understanding and support.

Best regards,

[Your Name]
[Order Number]",1,ai_minimax,dispute,dispute_topic29
"I am writing to urgently address a theft of a package from my doorstep that I have tracked to your payment system. The package, worth $200, was paid for using your service, but the seller is refusing a refund. This has left me out of pocket and I have received no resolution from your customer service. Please immediately begin an investigation and assist with a refund. I urgently need this matter resolved.",1,ai_mistralai,dispute,dispute_topic29
"Subject: Unauthorized Charge Dispute - Foreign Currency Transaction

I am writing to express my extreme frustration and anger regarding a charge on my account for [amount] in [foreign currency]. I never authorized this transaction, and I demand a full investigation and refund. This is not the first time I've encountered issues with unauthorized charges, and your attempts to solve the matter have consistently fallen short.
I expect you to resolve this immediately. Send a detailed explanation of how this happened and proof of the correction. If it is discovered the fraud happened again, notify me as I intend to take further action.

I'm not happy with your service and I am being charged for something I have no knowledge about. Ensure this matter is rectified urgently.",1,ai_mistralai,dispute,dispute_topic30
"I'm furious and bewildered by a fraudulent charge of $127 USD from an unknown X-Factored store on October 10th. I've never made this purchase and haven't traveled abroad in months.  My email address is never shared with anyone. As a busy parent, I simply don't have time for fraud.  I demand a thorough investigation and immediate reversal of this charge. This is not the first time this has happened, and if it is not settled swiftly it will be the last time I do business with your bank.

I have submitted all requested information and await your prompt resolution.",1,ai_mistralai,dispute,dispute_topic30
I urgently need to dispute a charge of €50.00 from [DATE]. I didn’t authorize or make this purchase. My account was compromised. I’ve never been to [COUNTRY]. I’m stressed about this unauthorized transaction on my account. And I trust that this issue can be resolved as soon as possible.,1,ai_minimax,dispute,dispute_topic30
"After moving cities, office worker Alex received a bill for a gym membership he hadn't used in months. Despite numerous attempts to cancel, the gym kept charging. Alex felt trapped, frustrated, and angry, knowing he had to take immediate action.",1,ai_mistralai,dispute,dispute_topic31
"I am urgently disputing a transaction of [amount] [currency] on my account. I did not authorize this charge, nor have I been in the country related to this transaction. I never made a purchase in [country]. I have attached screenshots of my debit card, which was in my possession for an entire week. I don't know how this happened, but I'm very worried. I am unable to travel or vacation out of the country. There are no recent international transactions that I approved in this list, and I will need a full investigation into this unauthorized charge.",1,ai_minimax,dispute,dispute_topic30
"A college student, now residing in a new city after moving, is angry and frustrated because they are being charged for a gym membership they no longer use or need.",1,ai_mistralai,dispute,dispute_topic31
"I moved cities last month, but I've been charged a gym membership fee again this month. I forgot to cancel my membership, and I don't have the time to visit the gym since my move. The gym employees told me tough luck over the phone.",1,ai_minimax,dispute,dispute_topic31
"I moved to a new city for college, but my gym membership hasn't stopped charging me. I'm stressed about the unexpected costs, and I need to resolve this urgently.",1,ai_minimax,dispute,dispute_topic31
I noticed two identical ATM withdrawals of $100 on 10/10/2023. One of them was unauthorized. I request a refund of $100.,1,ai_mistralai,dispute,dispute_topic32
"Subject: Dispute - Unauthorized Double ATM Withdrawal Charge

Dear Support Team, I am writing to dispute a double ATM withdrawal charge on my account. I made a single cash withdrawal of [insert amount] from [ATM location] on [date]. However, my bank statement shows two identical withdrawals of the same amount, resulting in a discrepancy of [insert amount]. I have not received the additional funds and kindly request an investigation and reversal of the erroneous charge. Please advise on the next steps to resolve this issue. Thank you for your prompt attention.",1,ai_minimax,dispute,dispute_topic32
"Dear Support Team, I urgently need your help. I was charged twice at the ATM which was unexpected. Both transactions of $50 were for a single withdrawal, but my account was debited twice. This is causing me immense frustration. Please resolve this issue immediately.",1,ai_mistralai,dispute,dispute_topic32
"Dear [Payment Provider], I am writing to dispute two identical ATM withdrawals of [$Amount] each from my account on [Date]. The second transaction was unauthorized and we can find no other occurrences of such activity. Please investigate and correct this error. Thank you.",1,ai_minimax,dispute,dispute_topic32
"I am writing to dispute a recent ATM withdrawal from my account. On [Date], two identical withdrawals of $[Amount] were made, totaling $[Total Amount], which is much larger than my intended cash withdrawal of $[Amount]. This must be a bank error, kindly review the transaction and refund the additional amount.",1,ai_minimax,dispute,dispute_topic32
"I was charged three times this month for my streaming service subscription.  I only use one subscription. Please refund the erroneous charges, totaling $XX.XX. Thank you.",1,ai_mistralai,dispute,dispute_topic33
"Dear [Payments Company],

I am writing to express my dissatisfaction with charges from [Streaming Service] for charges of $15, $31 and $25, dated 2/15, 2/22 and 3/3, 2024 respectively all for the same subscription. My account has been charged three times in one month for the same service. I would expect the payments company to monitor this sort of error. I kindly request a full refund of the incorrect duplicative charges and an explanation as to how this error occurred.",1,ai_mistralai,dispute,dispute_topic33
"Dear [Payments Company],

I am writing to express my concern about multiple charges I received from the streaming service, seen on my statement from the [Date] to [Date] of  this month. I've noticed that the streaming service has charged my account thrice (one on 1st, second on 12th, and third on 27th) for the services, which is not my usual amount for service. I believe this is an error and would appreciate your assistance in investigating and resolving this issue.

Thank you for your prompt attention to this matter.",1,ai_minimax,dispute,dispute_topic33
"Dear [Payment Provider],

I'm writing to dispute a transaction [Order Number] with [Seller]. The order was cancelled by the seller on [Date] due to availability issues, yet I was still billed the full amount. I have not received the item and have not received a refund.

I kindly request your assistance in resolving this matter. Thank you for your prompt attention to this issue.",1,ai_mistralai,dispute,dispute_topic34
"As a teacher, I placed an online order for classroom supplies, but the seller canceled it after confirming. Despite the cancellation, I was still billed. I reached out to the seller politely but firmly, explaining the discrepancy. I will continue to pursue the matter until it is correctly resolved.",1,ai_minimax,dispute,dispute_topic34
"Dear [Bank's Name],

I am writing to dispute a charge of $[Amount] from [Seller's Name] on [Date]. The order # is [Order Number]. The seller canceled the order but my account was still charged.

I have tried resolving this with the seller directly, sending several messages to customer services without success. The disputed amount is important to me as it is a significant portion of my student budget. I kindly request that you reverse this charge and refund the amount to my account.
Thank you for your prompt attention to this matter.

Best regards, [Your Name].",1,ai_minimax,dispute,dispute_topic34
"I'm incredibly frustrated and angry. I ordered an item online, and the seller cancelled it but still billed me. I've not received my money back. I want to dispute this unauthorized charge, due to E9675132 1st March this year for $205.00",1,ai_minimax,dispute,dispute_topic34
"I am outraged by a taxi fare I never authorized, marked with surge pricing. This criminal amount should be reversed immediately and I never used this ride.",1,ai_mistralai,dispute,dispute_topic35
I am disputing a charge for a taxi ride with surge pricing I never accepted. I did not accept or agree to pay the additional fee My transaction ID is [Transaction_ID]. Please review and refund the excess charge. Thank you.,1,ai_mistralai,dispute,dispute_topic35
"""Urgent Dispute: I never accepted the surge pricing for this taxi ride. I have two young kids and the driver insisted, I did not approved the extra cost. The fare is $82.48 which includes an unauthorized $42.78 surge. I demand an urgent refund.""",1,ai_minimax,dispute,dispute_topic35
"I am outrageously upset about a recent taxi ride at 3AM from home to the hospital charged at surge pricing. I never accepted such pricing. The fare was tripled. $19.87 was added as an ""offer"" that I was unaware of. Since I was not informed, I am demanding a refund.",1,ai_minimax,dispute,dispute_topic35
"Hello Support, I am writing to dispute a recent taxi ride charge on my account. The ride, dated [insert date], was charged at surge pricing, which I did not accept or authorize. I clearly selected the standard rate option in the app, and was charged $25 more than it should have been. After contacting the driver, I understand that it was a system error in the app that charged me surge pricing and he does not have the option to refund the extra amount. Can you please investigate this issue and issue a refund for the surge pricing? I will appreciate your prompt attention to this matter.",1,ai_mistralai,dispute,dispute_topic35
"Dear [Landlord's Name],

I'm writing to urgently address the non-return of my rent deposit. As a busy parent of two, I've struggled to keep up with the endless to-do list, and this has been overlooked.

My lease ended on [End Date], and my final inspection was done and approved on [Inspection Date], with no noted damages. I understand the deposit return can take four weeks, but I haven’t received any updates on my refund. Your prompt attention to this matter would be greatly appreciated to avoid further inconvenience.

Please confirm receipt of this letter and provide an update on the deposit refund as soon as possible.

Best,
[Your Name]",1,ai_mistralai,dispute,dispute_topic36
"Subject: URGENT: Unreturned Rent Deposit Dispute - Tenant Business ID: 12345

Dear Support Team,

I urgently need your help! I moved out of my rented property on [Move-out Date], and the landlord never returned my $2,000 rent deposit. I've tried contacting them but they are unresponsive. My small business is suffering due to this unexpected financial loss. Please prioritize this case and help me resolve it as soon as possible. Email me at: [Business email address]",1,ai_mistralai,dispute,dispute_topic36
"I purchased the ""Advanced Strategies"" course last week and still haven't received access. This is outrageous. I demand a refund or immediate access.",1,ai_mistralai,dispute,dispute_topic37
"Dear Support Team,

I hope this message finds you well. I am writing to follow up on my rent deposit issue. I moved out of my apartment on [Date] and, as a result, submitted a security deposit refund request on [Date]. However, I have not yet received the refund.

I understand that processing may take time, but it has been [X weeks/months] since my request, and I have not received any updates or my refund. I have kept all necessary documentation, including my lease agreement, move-out inspection report, and any correspondence with the rental office.

Could you please look into this matter and provide an update on the status of my refund? I would greatly appreciate your assistance in resolving this issue promptly.

Thank you for your help.

Best regards,
[Your Name]",1,ai_minimax,dispute,dispute_topic36
"I paid for the ""Advanced Game Development Masterclass"" on the 12th and still have zero access. I've emailed support three times, gotten no replies, and the dashboard says my enrollment is ""pending."" I've attached screenshots and my receipt. This is unacceptable—I want immediate access or a full refund.",1,ai_minimax,dispute,dispute_topic37
"Dear [Payments Company],

I am writing to express my dissatisfaction with a recent purchase. I bought an online course for my children but I've received no login details or any information to access it.  I tried contacting the seller via the customer support email and on their customer support app, but I'm not getting any response.

The transaction was charged but I have yet to receive what I paid for.

Please help me access the course or refund my payment. Thank you for your time and assistance.

Best regards,",1,ai_mistralai,dispute,dispute_topic37
"Subject: URGENT: No Access to Purchased Course - Course Code XXX

Dear Support,

I am writing to urgently bring to your attention an issue with a recently purchased course (Course Code XXX). I am a retiree and I have no access to the course materials and it's well past the date promised. This is an immediate need for me to begin using, but I have not been able to access anything. I would appreciate a resolution to this problem as soon as possible. If this can't be rectified, I will need a full refund on my account at the earliest.",1,ai_mistralai,dispute,dispute_topic37
I urgently dispute a recent charge for an online nursing course. I was billed but never received access. I need a refund.,1,ai_minimax,dispute,dispute_topic37
"I just discovered a fraudulent in-app purchase on my account. This is a small business account, and this unauthorized charge is causing significant disruption. I need this resolved immediately. Please contact me ASAP  to resolve this issue.",1,ai_minimax,dispute,dispute_topic38
"Hi, I'm calling about a fraudulent in-app purchase made on my account last week. I have never heard of this app and or authorized any charge on it. I would like to dispute this charge as I believe it a fraud. However, I was polite and firm.",1,ai_mistralai,dispute,dispute_topic38
"I am writing to dispute a fraudulent in-app purchase of $99.99 on June 5, 2023, from my account. I did not authorize this transaction and believe it to be fraudulent. I have no record of making this purchase and have taken all possible steps to confirm that this transaction was not made from my account. Please investigate and reverse this unauthorized charge as soon as possible. Thank you for your prompt attention to this matter.",1,ai_minimax,dispute,dispute_topic38
URGENT – PLEASE HELP ASAP. I am a nurse working 12-hour shifts and barely have time to check my phone. I just discovered a fraudulent in-app purchase on my account that I did NOT authorize. I never downloaded or used this app. Someone has accessed my payment information and charged me. I need this transaction reversed immediately and my account secured before more charges appear. I cannot afford this loss on my salary. Please investigate and refund me today. I can provide any verification needed. Thank you for your urgent attention.,1,ai_minimax,dispute,dispute_topic38
"I am beyond furious. I never authorized this charge. I only entered my card info for a quick checkout to verify my account, and the site silently saved my payment information and charged me later without my permission. That's not a convenience feature—that's theft disguised as a checkbox. As a gamer, I already deal with shady microtransactions, but this takes it to another level. I did not consent to being charged, I did not click any agree button, and I did not receive any confirmation that a future charge would occur. Reverse this immediately or I will escalate this to my bank and file a formal fraud report.",1,ai_minimax,dispute,dispute_topic39
"I recently made a purchase at GameStop on the 1 of october 2023 using your payment system. Though I noticed the game was not downloaded as promised, the issue is graver. Upon checking my account, I found an unauthorized charge for $60 on. I was not notified about this additional charge at the point of sale and I was under the impression that it was already completed. I did have my payment details saved in the game console but that does not mean i agreed to any additional charges. As far as I know, the purchase was made in full and complete.",1,ai_mistralai,dispute,dispute_topic39
"I am absolutely furious and frustrated about a recent charge on my account. On [Date], I made a purchase at [Store Name] and was assured by the cashier I could pay in cash. I didn't give them my card, but it was stored on their system somehow. I never authorized any additional charges, yet my card was charged on [Date] to the tune of [amount] without my consent. I am left with a feeling of violation, and I am demanding this unauthorized charge be refunded immediately. This is unacceptable and needs to be resolved now.",1,ai_mistralai,dispute,dispute_topic39
This hat was very thin. Not what i was expecting to receive. Not sure I would order again.,0,human_amazon_reviews,review,en_0465070
"Wrinkles entirely too easy. I'm not super picky but when they wrinkle this easy,it drive me nuts.",0,human_amazon_reviews,review,en_0998701
"I've been looking for something like this for awhile now. I have lots of beads and my earrings are looking a bit worn, so I'm super please to find another set that will let me wear my beads.",0,human_amazon_reviews,review,en_0084278
Ambient light sensor is faulty so not able to get auto-brightness to work on my iPhone 7 Plus. Otherwise everything else works.,0,human_amazon_reviews,review,en_0054432
"All the books in this series are good, but some are a little worse and some are a little better. This one is on the top of the pile. My one gripe about the series after all these books is that McGill just never seems to learn or grow in any way when it comes to the ladies. You'd think after 30 years of being in the legions and doing these things, he would realize he should at the very least call the girl sometime. lol",0,human_amazon_reviews,review,en_0920043
It’s bigger and supposedly more powerful than the smaller old one it replaced but it doesn’t actually cool my house as well. A bit disappointed.,0,human_amazon_reviews,review,en_0989453
"Depends what you're looking for. The quality is decent and they work good. They stay put and secure. My issue was that they looked incredibly fake and unnatural, not at all what I was expecting. The picture looked more natural and not so much like costume dress up.",0,human_amazon_reviews,review,en_0474832
"Read the reviews, thinking “cool this is for me”. I was wrong, I prefer waterproof duo eyelash glue instead. It’s sticky, however it doesn’t stick all day. I attempted with cluster individuals and strip lashes, they’ve only lasted a few hours. The plus side is the applicator, that’s all.",0,human_amazon_reviews,review,en_0273712
I love glass water bottles and this is one of the best. The protective sleeve protects it well.,0,human_amazon_reviews,review,en_0995062
I bought two of these for gifts. They were shipped separately. One came packaged as a box within a box surrounded by styrofoam- this one arrived perfect. The second arrived as a box within a simple padded envelope- the glass was broken to pieces - very disappointing. These were gifts and I did not have time to return. It’s a shame because the product itself seems to be a good quality,0,human_amazon_reviews,review,en_0254349
Loving this telescope so far! Great price and nice and cool accessories that come with it.,0,human_amazon_reviews,review,en_0265966
"I got this for the wooden handle, but it feels like it's balsa wood & going to give you splinters. I ended up wrapping the whole handle in electrical tape. Just get another one, this one is trash.",0,human_amazon_reviews,review,en_0541089
"Worked great, until it didn't. It lasted five months, which works out to about a buck a week, so that's not bad but I'm going to just spring for the actual Apple product this next time, since my old Apple charger lasted over four years before it crapped out.",0,human_amazon_reviews,review,en_0367279
My main purpose for buying this product is to steam my vegetables because this is the most healthiest way to preserve all the nutrients where boiling or microwaving loses valuable nutrients. I really love the style and use of this product.,0,human_amazon_reviews,review,en_0736012
"Previous home car jack of many years just died and this jack had high ratings, good reviews, and lifts just as much( 3 tons) as the previous jack but at about half the weight and size. Love the SUV attachment for a few cars in the family.",0,human_amazon_reviews,review,en_0923300
"I only received one salt lamp instead of the two pack. They were supposed to both be here in time for Christmas, only one arrived. No information was given on when the second would be sent",0,human_amazon_reviews,review,en_0054111
In about 6 months one magnet came out on a connector half. not sure if glue failed or plastic cover fatigued.,0,human_amazon_reviews,review,en_0930403
The product arrived past its best before date. The biscuits were chewy instead of crisp. Edible but not fresh. Disappointed!,0,human_amazon_reviews,review,en_0350999
"Good portion and product, just a bit on the drying side. My skin is already dry so it would probably be fine for someone with younger/oilier skin.",0,human_amazon_reviews,review,en_0912451
"These combs are beautiful and are great quality. They not only help reduce static during the winter, but the feel so sleek against my scalp and hair. I love them.",0,human_amazon_reviews,review,en_0564092
"I originally bought this to use as a diaper bag but my daughter liked it so much she took it to use for her laptop. Her laptop fits perfectly and she love the insulated pouch to hold her water bottle, it’s very spacious for her books and she likes the material inside and out. I guess I’ll be purchasing again soon for a diaper bag.",0,human_amazon_reviews,review,en_0170331
"Great product, but the line sometimes seems to have melted/gotten sticky so one has to remove the spool, unwind a little, then play with it to get it through the feeder hole and not tangled under the spool. Still, can't be beat for value and ease of use.",0,human_amazon_reviews,review,en_0263927
I purchased this in May of 2016 to use for tapes that I have that mere mixed by some of the best club DJ's of the past. I have honestly used this cassette deck maybe 10x since I purchased it. I used it 2 days ago and today I went to use it again cause my cable was down and the cable co. was trying to fix the issue and the cassette deck wouldn't even turn on. I am VERY disappointed with this cassette player and I've never had a piece of electronic break down in only 2 years with very limited use. I would NOT recommend anyone to purchase this tape deck cause it just won't last. My last tape deck was by Technics and that lasted a little over 15 years with a lot of use.,0,human_amazon_reviews,review,en_0594460
The screen protectors aren’t the bright colors seen in the photo but they are good products. I would recommend them.,0,human_amazon_reviews,review,en_0713175
Very heavy and unable to be used in locations visited. Cannot testify to work-ability. Another person on the tour shared their step down converter which was much more versatile with multiple 110 outlets as well as USB and the needed adapters for the locations visited. Limited application and cumbersome.,0,human_amazon_reviews,review,en_0335680
Lens has yellow hue in center. Limited usefulness. Not good for all applications.,0,human_amazon_reviews,review,en_0124536
Definitely cream/off white and not actually white as stated. And also a lot thicker than picture shows. Almost like a different pair of tights altogether. But still good quality.,0,human_amazon_reviews,review,en_0102456
These last forever and my dog loves them! They don't splinter and I don't worry about her with them.,0,human_amazon_reviews,review,en_0059224
Please read the return policy before buying. The product came damaged and cannot return.,0,human_amazon_reviews,review,en_0858690
Awesome lights and very bright. Only negative thing is that the cap doesn’t fit behind.,0,human_amazon_reviews,review,en_0686452
This arrived in a pool of itself. The packaging was terrible the product was all over the inside of the box. I'll never buy from them again.,0,human_amazon_reviews,review,en_0664198
"The music is entertaining and my toddler loves to play with it, however the mic stopped working within 2 days of her playing with it. If you get it for the mic and karaoke then I wouldn’t recommend. If you get it just for the music then it can be a winner. FYI we got it mainly for the mic which is why I am disappointed in the product.",0,human_amazon_reviews,review,en_0067570
I fell in love with this as soon as I saw it and couldn't wait for it to arrive. Unfortunately it was not only not handled well by the carrier it was packaged poorly. It arrived with multiple sites of damage. Much more than I am able to overlook. I have requested a return and am waiting now to see just how good their customer service really is. Fingers crossed because like I said I really love the piece but something has to be done to improve the packaging!!,0,human_amazon_reviews,review,en_0087570
Received my glasses and I ordered Tortoise frames with yellow lenses but I received blue lenses. I like the style and fit of the glasses. I just wish I received the correct pair. I would give a higher review if I did.,0,human_amazon_reviews,review,en_0456078
Glad that I ordered this..exactly as described! I can’t wait to try many new recipes with it!,0,human_amazon_reviews,review,en_0424953
"So not waste your money. These earrings don’t look anything like they do on the model because they don’t “hug” your ear on the bottom. Also, they slide out of your hole so you have to be careful and periodically check them.",0,human_amazon_reviews,review,en_0379941
Case very durable. Is heavier than your average case but for good reason. However... Screws strip pretty easily. Stripped mine first time putting it on trying to close the case completely. There is a gap that suggest the screw in That Area need to be tightened. I'm almost sure I will have to break the case once I'm ready to remove it.,0,human_amazon_reviews,review,en_0958109
You can’t return this item and it’s garbage. Literally garbage. I ordered two of them and the second I opened it I new it was a mistake. Now I forced myself to use them but every time I look at them I resent the seller and hate myself,0,human_amazon_reviews,review,en_0264856
Bought this to prevent dings on my new Pur bottle and guess what? Dinged on the first drop on tile from 4 feet up,0,human_amazon_reviews,review,en_0166067
"Super soft material. I feel like it's a little expensive, but definitely happy with the quality of the product so far.",0,human_amazon_reviews,review,en_0078884
"After searching for active nursing tanks and reading the reviews of others using these for nursing, I bought these this summer and have been using them for my at home workouts or mommy Bootcamp classes along with nursing friendly sports bras. They’ve been working out really well so far and made nursing convenient! I sometimes wear it out with another nursing layer because it’s just that more convenient than removing a nursing strap from a tank.",0,human_amazon_reviews,review,en_0549617
I have bought better shower curtains at Ross for 1/3 of the cost. It’s practically sheer the material is so thin! You can even see the tile colors of our shower walls through the material. I am not happy with this purchase at all and will definitely be returning it!,0,human_amazon_reviews,review,en_0737287
For many years a ripped ear hole has made it a real problem for wearing pierced earrings because one always hangs lower than the other. Having surgery to repair the rip was never an option for me. I was looking online and I saw this and I can now wear earrings again because of these!,0,human_amazon_reviews,review,en_0146591
"I really love these shorts, although I went off the sizing chart and got a large because I wear a 8 in pants and the shorts are a little big. I’m 5’11 and 153lbs if that helps. They also do ride up, but that could be because they are a little big on me. I’ll definitely be buying more shorts but in a medium.",0,human_amazon_reviews,review,en_0772691
"I thoroughly loved The Things You Cannot Say so I was eagerly looking forward to this book but I was tremendously disappointed. I know the topic of addiction is a timely one and a serious one but I could not engage with any of the characters---even Sam. Annie made terrible choices and Lexi was,an enabler. It seemed that every page described another outburst of tears. The baby Daisy was the only one I felt sympathy for. It was,so depressing that I nearly put the book down but decided to finish it to see if there was,any redeeming value and there was. The last 15 pages were excellent.",0,human_amazon_reviews,review,en_0147327
I would recommend this stand to all of my Apple Watch using friends. Especially for the price. Inexpensive but not cheap looking. The base is absolutely stable and sturdy. Easy assembly. It’s just Perfect.,0,human_amazon_reviews,review,en_0980402
This is a horrible product .. the manufacturer has made a product to gouge and take advantage of he consumer ... I have ordered two within less than a month because they crack,0,human_amazon_reviews,review,en_0888166
"These ponies are VERY well packaged....to the point that I accidentally ripped out three of their tails (thankfully those went back in easily) AND I ripped off Pinky Pie's leg completely while attempting to get them out of the package. My husband was able to super glue the leg back on, and thankfully it was already a leg that wasn't supporting weight due to it being up off the ground already..but yeah. Either I acquired super human strength or these are so well packaged that Hulk strength is necessary. Use scissors.",0,human_amazon_reviews,review,en_0212241
Did not work as expected. I used it on two different fabrics and stains and both are still there and very visible.,0,human_amazon_reviews,review,en_0342504
Four of the cans were smashed beyond all recognition. I’m surprised they sent an order out in such poor condition,0,human_amazon_reviews,review,en_0164202
The front and back cover’s are torn in many places. Run down. But it’ll get the job done I suppose. Owner should reconsider renting price due to poor quality.,0,human_amazon_reviews,review,en_0269008
"You will see that the rental option, and the used option both state access code not guaranteed. On the new option it does not state this, but when the confirmation comes through it states stand alone book, so the access code is not included. Book is in good condition, but buyer beware.",0,human_amazon_reviews,review,en_0555823
Unfortunately this item failed after just a few days of use and now it stays up until I sit then goes all the way down. Says it's guaranteed for 5 years but there's no way to contact the manufacturer.,0,human_amazon_reviews,review,en_0724444
"Comfortable, works great, sadly a little tighter than I want. Of course I have large hands so it's good.",0,human_amazon_reviews,review,en_0610194
"Sometimes you need to re-read each letter to fully digest each point, but it is worth the time. We read this book as a study in my Sunday school class. Dissecting each point through the prism of many, was both enlightening and interesting.",0,human_amazon_reviews,review,en_0976780
"I wish I were able to see the faces on these ones before I ordered them. None of them really match up with me and they are just printed on a matte paperboard. I think if it is actually used as a drink coaster, it will be ruined. I would buy the more glossy expensive ones next time",0,human_amazon_reviews,review,en_0158269
"It’s easy to install and uninstall. It’s not very sturdy if you are expecting it to stand while a toddler pushes it or leans against it. It works very well for an infant who is making a transition from a small baby bathtub to a bigger space, and it works fine with a toddler under supervision. True money saver!",0,human_amazon_reviews,review,en_0148453
"Bought as a gift for my nieces and daughter, they loved them. Locket is beautiful, the felt keeps the scent all day. Wish the chain was a little sturdier, but easily remedied with another. My daughter's friend loved it so much my daughter bought her one too.",0,human_amazon_reviews,review,en_0174895
"They work great, I only wish they came with washers like the factory struts had on the bolts. The factory washers are not removable from the oem struts.",0,human_amazon_reviews,review,en_0150416
"The boots fit well feet size but my calves are huge due to rugby and wrestling so I find it hard to put on especially since my ankles are a little smaller than they should be, the fit is weird on me. I suggest getting a size bigger than you usually are if you have these problems or these boots are not made for muscular/ big/ thick girls.",0,human_amazon_reviews,review,en_0234905
"Don't waste your hard earned money. It doesn't work. The thing came with a cable to connect the AUX connection only, which did not work. It had connections for digital and usb connections, so I ordered digital and usb cables. It still doesn't work. The only thing that works is an LED light.",0,human_amazon_reviews,review,en_0278867
The phone case is durable. It's a little to big for the phone though and it kind of bugs me.,0,human_amazon_reviews,review,en_0432105
This product left my 10 year old very disappointed. The construction is nice but the result is less than stellar.,0,human_amazon_reviews,review,en_0372831
"Some of these are easy to thread on and some do not thread at all. The bees love the flowers. I like the small flowers better, but we can't get them anymore. By the by, the hummers can drink early in the morning and in the late afternoon when the bees aren't around. Three ounce bottles are some of their favorites.",0,human_amazon_reviews,review,en_0618278
"Product didn't even come in it's proper box, just a plastic bag. Also, it didn't work",0,human_amazon_reviews,review,en_0075538
